db_name,db_type,query_category,query,question,instructions,generated_query,reason,error_msg,exact_match,correct,error_query_gen,error_db_exec,timeout,latency_seconds,tokens_used,k_shot_prompt,glossary,table_metadata_string,table_aliases,prev_invalid_sql,prev_error_msg,question_0,query_0,question_1,query_1,cot_instructions,cot_pregen,cost_in_cents
advising,sqlite,ratio,"SELECT course.course_id, CAST(course.num_enrolled AS REAL) / NULLIF(course.num_reviews, 0) AS student_review_ratio FROM course ORDER BY student_review_ratio NULLS LAST;SELECT course.name, CAST(course.num_enrolled AS REAL) / NULLIF(course.num_reviews, 0) AS student_review_ratio FROM course ORDER BY student_review_ratio NULLS LAST;SELECT course.number, CAST(course.num_enrolled AS REAL) / NULLIF(course.num_reviews, 0) AS student_review_ratio FROM course ORDER BY student_review_ratio NULLS LAST;SELECT course.course_id, course.name, CAST(course.num_enrolled AS REAL) / NULLIF(course.num_reviews, 0) AS student_review_ratio FROM course ORDER BY student_review_ratio NULLS LAST;SELECT course.course_id, course.number, CAST(course.num_enrolled AS REAL) / NULLIF(course.num_reviews, 0) AS student_review_ratio FROM course ORDER BY student_review_ratio NULLS LAST;SELECT course.name, course.number, CAST(course.num_enrolled AS REAL) / NULLIF(course.num_reviews, 0) AS student_review_ratio FROM course ORDER BY student_review_ratio NULLS LAST;SELECT course.course_id, course.name, course.number, CAST(course.num_enrolled AS REAL) / NULLIF(course.num_reviews, 0) AS student_review_ratio FROM course ORDER BY student_review_ratio NULLS LAST;",How does the ratio of enrolled students to the number of reviews vary across different courses?,,"SELECT name AS course_name,
       CASE
           WHEN num_reviews = 0 THEN NULL
           ELSE CAST(num_enrolled AS FLOAT) / num_reviews
       END AS enrollment_to_review_ratio
FROM course;",,,0,1,0,0,0,4.57,2498,,,,"Use the following table aliases when referencing tables in the query:
-- area AS a
-- course AS c
-- program AS p
-- student AS s
-- semester AS se
-- instructor AS i
-- program_course AS pc
-- student_record AS sr
-- course_offering AS co
-- course_tags_count AS ctc
-- comment_instructor AS ci
-- course_prerequisite AS cp
-- offering_instructor AS oi
-- program_requirement AS pr
",,,,,,,,False,0.40
advising,sqlite,ratio,"SELECT course.course_id, CAST(course.helpfulness_score AS REAL) / NULLIF(course.clarity_score, 0) AS ratio FROM course;",What is the ratio of helpfulness scores to clarity scores for each course ID?,,"SELECT course_id,
       CAST(helpfulness_score AS FLOAT) / clarity_score AS ratio
FROM course;",,,0,1,0,0,0,4.18,2344,,,,"Use the following table aliases when referencing tables in the query:
-- area AS a
-- course AS c
-- program AS p
-- student AS s
-- semester AS se
-- instructor AS i
-- program_course AS pc
-- student_record AS sr
-- course_offering AS co
-- course_tags_count AS ctc
-- comment_instructor AS ci
-- course_prerequisite AS cp
-- offering_instructor AS oi
-- program_requirement AS pr
",,,,,,,,False,0.33
advising,sqlite,ratio,"SELECT course_offering.semester, CAST(SUM(CASE WHEN course.has_projects THEN 1 ELSE 0 END) AS REAL) / NULLIF(SUM(CASE WHEN course.has_exams THEN 1 ELSE 0 END), 0) AS ratio FROM course JOIN course_offering ON course.course_id = course_offering.course_id GROUP BY course_offering.semester ORDER BY course_offering.semester NULLS LAST;",What is the ratio of the number of courses with projects to the number of courses with exams in each semester id?,,"SELECT co.semester AS semester_id,
       CAST(COUNT(DISTINCT CASE
                               WHEN c.has_projects = 1 THEN c.course_id
                           END) AS FLOAT) / NULLIF(COUNT(DISTINCT CASE
                                                                      WHEN c.has_exams = 1 THEN c.course_id
                                                                  END), 0) AS ratio
FROM course_offering co
JOIN course c ON co.course_id = c.course_id
GROUP BY co.semester;",,,0,1,0,0,0,8.63,3123,,,,"Use the following table aliases when referencing tables in the query:
-- area AS a
-- course AS c
-- program AS p
-- student AS s
-- semester AS se
-- instructor AS i
-- program_course AS pc
-- student_record AS sr
-- course_offering AS co
-- course_tags_count AS ctc
-- comment_instructor AS ci
-- course_prerequisite AS cp
-- offering_instructor AS oi
-- program_requirement AS pr
",,,,,,,,False,0.67
advising,sqlite,ratio,"SELECT course_tags_count.course_id, CAST(course_tags_count.clear_grading AS REAL) / NULLIF(course_tags_count.good_feedback, 0) AS ratio FROM course_tags_count ORDER BY course_tags_count.course_id NULLS LAST;",What is the ratio of the number of students who found the grading criteria clear and easy to understand to the number of students who received good feedback from the instructor for each course id?,,"SELECT course_id,
       CAST(clear_grading AS FLOAT) / NULLIF(good_feedback, 0) AS ratio
FROM course_tags_count;",,,0,1,0,0,0,3.78,2441,,,,"Use the following table aliases when referencing tables in the query:
-- area AS a
-- course AS c
-- program AS p
-- student AS s
-- semester AS se
-- instructor AS i
-- program_course AS pc
-- student_record AS sr
-- course_offering AS co
-- course_tags_count AS ctc
-- comment_instructor AS ci
-- course_prerequisite AS cp
-- offering_instructor AS oi
-- program_requirement AS pr
",,,,,,,,False,0.37
advising,sqlite,ratio,SELECT CAST(SUM(CASE WHEN c.has_exams THEN c.num_enrolled ELSE 0 END) AS REAL) / SUM(CASE WHEN NOT c.has_exams THEN c.num_enrolled ELSE 0 END) AS ratio FROM course AS c;,What is the ratio of the total number of students enrolled in courses with exams to the total number of students enrolled in courses without exams?,,"SELECT (SUM(CASE
                WHEN has_exams = 1 THEN num_enrolled
                ELSE 0
            END) * 1.0) / NULLIF(SUM(CASE
                                         WHEN has_exams = 0 THEN num_enrolled
                                         ELSE 0
                                     END), 0) AS ratio
FROM course;",,,0,1,0,0,0,4.30,2718,,,,"Use the following table aliases when referencing tables in the query:
-- area AS a
-- course AS c
-- program AS p
-- student AS s
-- semester AS se
-- instructor AS i
-- program_course AS pc
-- student_record AS sr
-- course_offering AS co
-- course_tags_count AS ctc
-- comment_instructor AS ci
-- course_prerequisite AS cp
-- offering_instructor AS oi
-- program_requirement AS pr
",,,,,,,,False,0.49
advising,sqlite,table_join,"SELECT program.name, COUNT(student.student_id) AS number_of_students FROM student JOIN program ON student.program_id = program.program_id WHERE NOT student.declare_major IS NULL GROUP BY program.name ORDER BY number_of_students DESC NULLS FIRST;SELECT program.program_id, COUNT(student.student_id) AS number_of_students FROM student JOIN program ON student.program_id = program.program_id WHERE NOT student.declare_major IS NULL GROUP BY program.program_id ORDER BY number_of_students DESC NULLS FIRST;SELECT program.name, program.program_id, COUNT(student.student_id) AS number_of_students FROM student JOIN program ON student.program_id = program.program_id WHERE NOT student.declare_major IS NULL GROUP BY program.name, program.program_id ORDER BY number_of_students DESC NULLS FIRST;",How many students have declared a major in each program?,,"SELECT p.name AS program,
       COUNT(s.student_id) AS student_count
FROM program p
LEFT JOIN student s ON p.name = s.declare_major
GROUP BY p.name;",,,0,1,0,0,0,8.70,3127,,,,"Use the following table aliases when referencing tables in the query:
-- area AS a
-- course AS c
-- program AS p
-- student AS s
-- semester AS se
-- instructor AS i
-- program_course AS pc
-- student_record AS sr
-- course_offering AS co
-- course_tags_count AS ctc
-- comment_instructor AS ci
-- course_prerequisite AS cp
-- offering_instructor AS oi
-- program_requirement AS pr
",,,,,,,,False,0.68
advising,sqlite,table_join,"SELECT program.name, SUM(student.total_credit) AS total_credits FROM student JOIN program ON student.program_id = program.program_id GROUP BY program.name;SELECT program.program_id, SUM(student.total_credit) AS total_credits FROM student JOIN program ON student.program_id = program.program_id GROUP BY program.program_id;SELECT program.name, program.program_id, SUM(student.total_credit) AS total_credits FROM student JOIN program ON student.program_id = program.program_id GROUP BY program.name, program.program_id;",What is the total number of credits earned by students in each program?,,"SELECT program.name AS program_name,
       SUM(student.total_credit) AS total_credits
FROM student
JOIN program ON student.program_id = program.program_id
GROUP BY program.program_id;",,,0,1,0,0,0,2.52,2298,,,,"Use the following table aliases when referencing tables in the query:
-- area AS a
-- course AS c
-- program AS p
-- student AS s
-- semester AS se
-- instructor AS i
-- program_course AS pc
-- student_record AS sr
-- course_offering AS co
-- course_tags_count AS ctc
-- comment_instructor AS ci
-- course_prerequisite AS cp
-- offering_instructor AS oi
-- program_requirement AS pr
",,,,,,,,False,0.31
advising,sqlite,table_join,SELECT COUNT(DISTINCT student_record.student_id) AS total_students FROM student_record JOIN course_offering ON student_record.course_id = course_offering.course_id WHERE course_offering.has_final_project = TRUE OR course_offering.has_final_exam = TRUE;,What is the total number of students who have taken a course with a final project or exam?,,"SELECT COUNT(DISTINCT sr.student_id) AS total_students
FROM student_record sr
JOIN course_offering co ON sr.offering_id = co.offering_id
WHERE co.has_final_project = 1
  OR co.has_final_exam = 1;",,,0,1,0,0,0,5.69,2506,,,,"Use the following table aliases when referencing tables in the query:
-- area AS a
-- course AS c
-- program AS p
-- student AS s
-- semester AS se
-- instructor AS i
-- program_course AS pc
-- student_record AS sr
-- course_offering AS co
-- course_tags_count AS ctc
-- comment_instructor AS ci
-- course_prerequisite AS cp
-- offering_instructor AS oi
-- program_requirement AS pr
",,,,,,,,False,0.40
advising,sqlite,table_join,"SELECT DISTINCT course.name FROM course_offering JOIN course ON course_offering.course_id = course.course_id WHERE course_offering.has_final_project = TRUE AND course_offering.has_final_exam = TRUE;SELECT DISTINCT course.course_id FROM course_offering JOIN course ON course_offering.course_id = course.course_id WHERE course_offering.has_final_project = TRUE AND course_offering.has_final_exam = TRUE;SELECT DISTINCT course.number FROM course_offering JOIN course ON course_offering.course_id = course.course_id WHERE course_offering.has_final_project = TRUE AND course_offering.has_final_exam = TRUE;SELECT DISTINCT course.name, course.course_id FROM course_offering JOIN course ON course_offering.course_id = course.course_id WHERE course_offering.has_final_project = TRUE AND course_offering.has_final_exam = TRUE;SELECT DISTINCT course.name, course.number FROM course_offering JOIN course ON course_offering.course_id = course.course_id WHERE course_offering.has_final_project = TRUE AND course_offering.has_final_exam = TRUE;SELECT DISTINCT course.course_id, course.number FROM course_offering JOIN course ON course_offering.course_id = course.course_id WHERE course_offering.has_final_project = TRUE AND course_offering.has_final_exam = TRUE;SELECT DISTINCT course.name, course.course_id, course.number FROM course_offering JOIN course ON course_offering.course_id = course.course_id WHERE course_offering.has_final_project = TRUE AND course_offering.has_final_exam = TRUE;",Which courses have a final project and a final exam?,,"SELECT DISTINCT c.course_id,
                c.name
FROM course c
JOIN course_offering co ON c.course_id = co.course_id
WHERE co.has_final_project = 1
  AND co.has_final_exam = 1;",,,0,1,0,0,0,3.01,2429,,,,"Use the following table aliases when referencing tables in the query:
-- area AS a
-- course AS c
-- program AS p
-- student AS s
-- semester AS se
-- instructor AS i
-- program_course AS pc
-- student_record AS sr
-- course_offering AS co
-- course_tags_count AS ctc
-- comment_instructor AS ci
-- course_prerequisite AS cp
-- offering_instructor AS oi
-- program_requirement AS pr
",,,,,,,,False,0.37
advising,sqlite,table_join,"SELECT DISTINCT course.name AS course_name FROM student JOIN student_record ON student.student_id = student_record.student_id JOIN program ON student.program_id = program.program_id JOIN course ON student_record.course_id = course.course_id WHERE LOWER(program.name) LIKE LOWER('%Computer Science%');SELECT DISTINCT course.course_id AS course_name FROM student JOIN student_record ON student.student_id = student_record.student_id JOIN program ON student.program_id = program.program_id JOIN course ON student_record.course_id = course.course_id WHERE LOWER(program.name) LIKE LOWER('%Computer Science%');SELECT DISTINCT course.number AS course_name FROM student JOIN student_record ON student.student_id = student_record.student_id JOIN program ON student.program_id = program.program_id JOIN course ON student_record.course_id = course.course_id WHERE LOWER(program.name) LIKE LOWER('%Computer Science%');SELECT DISTINCT course.name, course.course_id AS course_name FROM student JOIN student_record ON student.student_id = student_record.student_id JOIN program ON student.program_id = program.program_id JOIN course ON student_record.course_id = course.course_id WHERE LOWER(program.name) LIKE LOWER('%Computer Science%');SELECT DISTINCT course.name, course.number AS course_name FROM student JOIN student_record ON student.student_id = student_record.student_id JOIN program ON student.program_id = program.program_id JOIN course ON student_record.course_id = course.course_id WHERE LOWER(program.name) LIKE LOWER('%Computer Science%');SELECT DISTINCT course.course_id, course.number AS course_name FROM student JOIN student_record ON student.student_id = student_record.student_id JOIN program ON student.program_id = program.program_id JOIN course ON student_record.course_id = course.course_id WHERE LOWER(program.name) LIKE LOWER('%Computer Science%');SELECT DISTINCT course.name, course.course_id, course.number AS course_name FROM student JOIN student_record ON student.student_id = student_record.student_id JOIN program ON student.program_id = program.program_id JOIN course ON student_record.course_id = course.course_id WHERE LOWER(program.name) LIKE LOWER('%Computer Science%');",Which courses have been taken by students in the Computer Science program?,,"SELECT DISTINCT c.course_id,
                c.name
FROM course AS c
JOIN student_record AS sr ON c.course_id = sr.course_id
JOIN student AS s ON sr.student_id = s.student_id
JOIN program AS p ON s.program_id = p.program_id
WHERE p.name = 'Computer Science';",,,0,1,0,0,0,3.58,2447,,,,"Use the following table aliases when referencing tables in the query:
-- area AS a
-- course AS c
-- program AS p
-- student AS s
-- semester AS se
-- instructor AS i
-- program_course AS pc
-- student_record AS sr
-- course_offering AS co
-- course_tags_count AS ctc
-- comment_instructor AS ci
-- course_prerequisite AS cp
-- offering_instructor AS oi
-- program_requirement AS pr
",,,,,,,,False,0.38
atis,sqlite,date_functions,"SELECT month.month_name, COUNT(*) AS departure_count FROM flight JOIN month ON CAST(strftime('%m', datetime(flight.departure_time, 'unixepoch')) AS INTEGER) = month.month_number GROUP BY month.month_name ORDER BY month.month_number;SELECT strftime('%m', datetime(flight.departure_time, 'unixepoch')) AS month, COUNT(*) AS num_departures FROM flight GROUP BY month ORDER BY month;SELECT strftime('%Y-%m', datetime(flight.departure_time, 'unixepoch')) AS month, COUNT(*) AS num_departures FROM flight GROUP BY month ORDER BY month;SELECT strftime('%Y-%m-01', datetime(flight.departure_time, 'unixepoch')) AS month, COUNT(*) AS num_departures FROM flight GROUP BY month ORDER BY month;",Count the number of flight departures for each month?,,"SELECT m.month_name,
       COUNT(*) AS departure_count
FROM flight f
JOIN MONTH m ON m.month_number = CAST(strftime('%m', datetime(f.departure_time, 'unixepoch')) AS INTEGER)
GROUP BY m.month_number
ORDER BY m.month_number;",,,0,1,0,0,0,5.18,3448,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,0.53
atis,sqlite,date_functions,"SELECT CAST(julianday('now') - julianday(datetime(departure_time, 'unixepoch')) AS INTEGER) AS difference_in_days FROM flight ORDER BY departure_time ASC LIMIT 1;SELECT CAST((julianday('now') - julianday(datetime(MIN(f.departure_time), 'unixepoch'))) AS INTEGER) AS days_difference FROM flight AS f;",What's the absolute difference in time in days between today and the earliest flight departure? Give the answer as an integer.,,"SELECT CAST(ABS((strftime('%s', 'now') - MIN(departure_time)) / 86400) AS INTEGER) AS day_difference
FROM flight;",,,0,1,0,0,0,5.42,3440,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,0.52
atis,sqlite,date_functions,"SELECT AVG((strftime('%s', datetime(arrival_time, 'unixepoch')) - strftime('%s', datetime(departure_time, 'unixepoch')) - (34 * 60)) / 60.0) AS average_duration FROM flight;SELECT AVG(arrival_time - departure_time) / 60 - 34 AS average_duration FROM flight;","What's the average duration between departure and arrival times minus 34 minutes? Convert from UNIX to regular datetime, and return the answer in minutes",,"SELECT AVG(((arrival_time - departure_time) / 60.0) - 34) AS avg_adjusted_duration
FROM flight;",,,0,1,0,0,0,6.61,3694,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,0.63
atis,sqlite,date_functions,"SELECT STRFTIME('%H:%M', datetime(departure_time, 'unixepoch')) AS earliest_departure_time FROM flight ORDER BY departure_time ASC LIMIT 1;",What's the earliest flight departure time in the day in HH:MM?,,"SELECT strftime('%H:%M', MIN(departure_time), 'unixepoch') AS earliest_departure
FROM flight;",,,0,1,0,0,0,3.02,3167,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,0.40
atis,sqlite,date_functions,"SELECT flight.flight_number, (arrival_time - departure_time) / 60 AS duration_minutes FROM flight ORDER BY duration_minutes NULLS LAST LIMIT 1;SELECT flight.flight_id, (arrival_time - departure_time) / 60 AS duration_minutes FROM flight ORDER BY duration_minutes NULLS LAST LIMIT 1;SELECT flight.flight_number, flight.flight_id, (arrival_time - departure_time) / 60 AS duration_minutes FROM flight ORDER BY duration_minutes NULLS LAST LIMIT 1;",Which flight has the shortest duration between departure and arrival times? Convert to integer minutes.,,"SELECT flight_id,
       flight_number,
       CAST((arrival_time - departure_time) / 60 AS INTEGER) AS duration_minutes
FROM flight
ORDER BY (arrival_time - departure_time) ASC
LIMIT 1;",,,0,1,0,0,0,4.86,3381,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,0.50
atis,sqlite,group_by,"SELECT airport.airport_code, COUNT(flight.from_airport) AS num_departures FROM airport LEFT JOIN flight ON airport.airport_code = flight.from_airport AND flight.connections = 0 GROUP BY airport.airport_code;SELECT airport.airport_code, COUNT(flight.from_airport) AS num_departures FROM airport JOIN flight ON airport.airport_code = flight.from_airport WHERE flight.connections = 0 GROUP BY airport.airport_code;","How many flights depart from each airport code, excluding departures with connections?",,"SELECT from_airport,
       COUNT(*) AS flight_count
FROM flight
WHERE connections = 0
GROUP BY from_airport;",,,0,1,0,0,0,4.17,3363,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,0.49
atis,sqlite,group_by,"SELECT food_service.compartment, COUNT(food_service.meal_number) AS number_of_meals FROM food_service GROUP BY food_service.compartment ORDER BY number_of_meals DESC;","How many meals are served in each compartment, sorted by the number of meals in descending order?",,"SELECT compartment,
       COUNT(*) AS meal_count
FROM food_service
GROUP BY compartment
ORDER BY meal_count DESC;",,,0,1,0,0,0,2.67,3105,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,0.37
atis,sqlite,group_by,"SELECT f.from_airport, f.to_airport, AVG(f.one_direction_cost) AS average_cost FROM fare AS f GROUP BY f.from_airport, f.to_airport ORDER BY f.from_airport NULLS LAST, f.to_airport NULLS LAST;",What is the average cost of a one-way trip for each airport pair in the fare table?,,"SELECT from_airport,
       to_airport,
       AVG(one_direction_cost) AS average_cost
FROM fare
GROUP BY from_airport,
         to_airport;",,,0,1,0,0,0,3.41,3247,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,0.44
atis,sqlite,group_by,"SELECT fare.fare_airline, AVG(fare.round_trip_cost) AS average_cost FROM fare WHERE fare.from_airport = 'LAX' AND fare.to_airport = 'ORD' GROUP BY fare.fare_airline ORDER BY average_cost DESC;SELECT airline.airline_name, AVG(fare.round_trip_cost) AS avg_round_trip_cost FROM fare JOIN airline ON fare.fare_airline = airline.airline_code WHERE fare.from_airport = 'LAX' AND fare.to_airport = 'ORD' GROUP BY airline.airline_name ORDER BY avg_round_trip_cost DESC NULLS FIRST;","What is the average cost of round-trip fares from Los Angeles (LAX) to Chicago (ORD) for each airline, sorted in descending order by average cost?",,"SELECT fare_airline,
       AVG(round_trip_cost) AS average_cost
FROM fare
WHERE from_airport = 'LAX'
  AND to_airport = 'ORD'
GROUP BY fare_airline
ORDER BY average_cost DESC;",,,0,1,0,0,0,5.39,3398,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,0.50
atis,sqlite,group_by,"SELECT fare.fare_airline, SUM(fare.round_trip_cost) AS total_round_trip_cost FROM fare GROUP BY fare.fare_airline ORDER BY total_round_trip_cost DESC NULLS FIRST;",What is the total cost of round-trip fares for each airline code?,,"SELECT fare_airline AS airline_code,
       SUM(round_trip_cost) AS total_round_trip_cost
FROM fare
WHERE round_trip_required = 'Yes'
GROUP BY fare_airline;",,INCORRECT RESULTS,0,0,0,0,0,5.36,3498,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,0.55
atis,sqlite,instruct,SELECT COUNT(DISTINCT flight_fare.flight_id) FROM flight_fare JOIN fare ON flight_fare.fare_id = fare.fare_id WHERE fare.round_trip_required = 'Yes';,How many flights require a round-trip to purchase the fare?,"
Follow the instructions below to generate the query:
Filter airport, city, country names using LIKE.
Filter state code (eg NY) and airport codes (eg JFK) using upper-case matches.
","SELECT COUNT(DISTINCT flight.flight_id) AS flight_count
FROM flight
JOIN flight_fare ON flight.flight_id = flight_fare.flight_id
JOIN fare ON flight_fare.fare_id = fare.fare_id
WHERE fare.round_trip_required = 'Yes';",,,0,1,0,0,0,3.97,3488,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,0.53
atis,sqlite,instruct,SELECT minimum_connect_time FROM airport WHERE airport_code = 'JFK';,What is the minimum amount of time required for a connecting flight at JFK Airport?,"
Follow the instructions below to generate the query:
Filter airport, city, country names using LIKE.
Filter state code (eg NY) and airport codes (eg JFK) using upper-case matches.
","SELECT minimum_connect_time
FROM airport
WHERE airport_code = 'JFK';",,,0,1,0,0,0,4.64,3389,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,0.49
atis,sqlite,instruct,SELECT SUM(fare.round_trip_cost) AS total_round_trip_cost FROM fare WHERE fare.from_airport = 'JFK' AND fare.to_airport = 'LAX';,What is the total cost of all round-trip fares from New York (JFK) to Los Angeles?,"
Follow the instructions below to generate the query:
Filter airport, city, country names using LIKE.
Filter state code (eg NY), airport codes (eg JFK) using case-insensitive matches.
fare.round_trip_required is not needed when getting the round trip cost.
","SELECT SUM(round_trip_cost) AS total_cost
FROM fare
WHERE from_airport LIKE '%JFK%' COLLATE NOCASE
  AND to_airport LIKE '%LAX%' COLLATE NOCASE;",,,0,1,0,0,0,12.54,4394,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,0.92
