question,sql,dataset_name,db_name
Give the names of tracks that do not have a race in the class 'GT'.,SELECT name FROM track EXCEPT SELECT T2.name FROM race AS T1 JOIN track AS T2 ON T1.track_id  =  T2.track_id WHERE T1.class  =  'GT',spider_data,race_track
Show the name of track and the number of races in each track.,"SELECT T2.name ,  count(*) FROM race AS T1 JOIN track AS T2 ON T1.track_id  =  T2.track_id GROUP BY T1.track_id",spider_data,race_track
"What are the names of different tracks, and how many races has each had?","SELECT T2.name ,  count(*) FROM race AS T1 JOIN track AS T2 ON T1.track_id  =  T2.track_id GROUP BY T1.track_id",spider_data,race_track
Show the name and date for each race and its track name.,"SELECT T1.name ,  T1.date ,  T2.name FROM race AS T1 JOIN track AS T2 ON T1.track_id  =  T2.track_id",spider_data,race_track
"What are the names and dates of races, and the names of the tracks where they are held?","SELECT T1.name ,  T1.date ,  T2.name FROM race AS T1 JOIN track AS T2 ON T1.track_id  =  T2.track_id",spider_data,race_track
What are the names and locations of tracks that have had exactly 1 race?,"SELECT T2.name ,  T2.location FROM race AS T1 JOIN track AS T2 ON T1.track_id  =  T2.track_id GROUP BY T1.track_id HAVING count(*)  =  1",spider_data,race_track
Find the ids and names of members who are under age 30 or with black membership card.,"SELECT name ,  member_id FROM member WHERE Membership_card  =  'Black' OR age  <  30",spider_data,coffee_shop
What are the average score and average staff number of all shops?,"SELECT avg(num_of_staff) ,  avg(score) FROM shop",spider_data,coffee_shop
which shop has happy hour most frequently? List its id and number of happy hours.,"SELECT shop_id ,  count(*) FROM happy_hour GROUP BY shop_id ORDER BY count(*) DESC LIMIT 1",spider_data,coffee_shop
Which month has the most happy hours?,SELECT MONTH FROM happy_hour GROUP BY MONTH ORDER BY count(*) DESC LIMIT 1,spider_data,coffee_shop
Which artist has the most albums?,SELECT T2.Name FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistId GROUP BY T2.Name ORDER BY COUNT(*) DESC LIMIT 1,spider_data,chinook_1
What are the durations of the longest and the shortest tracks in milliseconds?,"SELECT max(Milliseconds) ,  min(Milliseconds) FROM TRACK",spider_data,chinook_1
What is the name of the most common genre in all tracks?,SELECT T1.Name FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId GROUP BY T2.GenreId ORDER BY COUNT(*) DESC LIMIT 1,spider_data,chinook_1
What is the name of the media type that is least common across all tracks?,SELECT T1.Name FROM MEDIATYPE AS T1 JOIN TRACK AS T2 ON T1.MediaTypeId  =  T2.MediaTypeId GROUP BY T2.MediaTypeId ORDER BY COUNT(*) ASC LIMIT 1,spider_data,chinook_1
What is the average unit price of tracks that belong to Jazz genre?,"SELECT AVG(UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Jazz""",spider_data,chinook_1
How many tracks belong to rock genre?,"SELECT COUNT(*) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",spider_data,chinook_1
Count the number of tracks that are part of the rock genre.,"SELECT COUNT(*) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",spider_data,chinook_1
"How many customers have email that contains ""gmail.com""?","SELECT COUNT(*) FROM CUSTOMER WHERE Email LIKE ""%gmail.com%""",spider_data,chinook_1
"Show the album names, ids and the number of tracks for each album.","SELECT T1.Title ,  T2.AlbumID ,  COUNT(*) FROM ALBUM AS T1 JOIN TRACK AS T2 ON T1.AlbumId  =  T2.AlbumId GROUP BY T2.AlbumID",spider_data,chinook_1
What are the last names of customers without invoice totals exceeding 20?,SELECT LastName FROM CUSTOMER EXCEPT SELECT T1.LastName FROM CUSTOMER AS T1 JOIN Invoice AS T2 ON T1.CustomerId  =  T2.CustomerId WHERE T2.total  >  20,spider_data,chinook_1
"What are the names and ids of the different albums, and how many tracks are on each?","SELECT T1.Title ,  T2.AlbumID ,  COUNT(*) FROM ALBUM AS T1 JOIN TRACK AS T2 ON T1.AlbumId  =  T2.AlbumId GROUP BY T2.AlbumID",spider_data,chinook_1
What is the average duration in milliseconds of tracks that belong to Latin or Pop genre?,"SELECT AVG(Milliseconds) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Latin"" OR T1.Name  =  ""Pop""",spider_data,chinook_1
How many tracks are in the AAC audio file media type?,"SELECT COUNT(*) FROM MEDIATYPE AS T1 JOIN TRACK AS T2 ON T1.MediaTypeId  =  T2.MediaTypeId WHERE T1.Name  =  ""AAC audio file""",spider_data,chinook_1
What are the first names and support rep ids for employees serving 10 or more customers?,"SELECT T1.FirstName ,  T1.SupportRepId FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  >=  10",spider_data,chinook_1
Please show the employee last names that serves no more than 20 customers.,SELECT T1.LastName FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  <=  20,spider_data,chinook_1
What is the average unit price of rock tracks?,"SELECT AVG(T2.UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",spider_data,chinook_1
Find the average unit price of tracks from the Rock genre.,"SELECT AVG(T2.UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",spider_data,chinook_1
What are the duration of the longest and shortest pop tracks in milliseconds?,"SELECT max(Milliseconds) ,  min(Milliseconds) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Pop""",spider_data,chinook_1
Find the maximum and minimum millisecond lengths of pop tracks.,"SELECT max(Milliseconds) ,  min(Milliseconds) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Pop""",spider_data,chinook_1
Cound the number of artists who have not released an album.,SELECT count(*) FROM ARTIST WHERE artistid NOT IN(SELECT artistid FROM ALBUM),spider_data,chinook_1
Find the titles of albums that contain tracks of both the Reggae and Rock genres.,SELECT T1.Title FROM Album AS T1 JOIN Track AS T2 ON T1.AlbumId  =  T2.AlbumId JOIN Genre AS T3 ON T2.GenreID  =  T3.GenreID WHERE T3.Name  =  'Reggae' INTERSECT SELECT T1.Title FROM Album AS T1 JOIN Track AS T2 ON T1.AlbumId  =  T2.AlbumId JOIN Genre AS T3 ON T2.GenreID  =  T3.GenreID WHERE T3.Name  =  'Rock',spider_data,chinook_1
What are the album titles for albums containing both 'Reggae' and 'Rock' genre tracks?,SELECT T1.Title FROM Album AS T1 JOIN Track AS T2 ON T1.AlbumId  =  T2.AlbumId JOIN Genre AS T3 ON T2.GenreID  =  T3.GenreID WHERE T3.Name  =  'Reggae' INTERSECT SELECT T1.Title FROM Album AS T1 JOIN Track AS T2 ON T1.AlbumId  =  T2.AlbumId JOIN Genre AS T3 ON T2.GenreID  =  T3.GenreID WHERE T3.Name  =  'Rock',spider_data,chinook_1
Which policy type has the most records in the database?,SELECT policy_type_code FROM available_policies GROUP BY policy_type_code ORDER BY count(*) DESC LIMIT 1,spider_data,insurance_fnol
Which policy type appears most frequently in the available policies?,SELECT policy_type_code FROM available_policies GROUP BY policy_type_code ORDER BY count(*) DESC LIMIT 1,spider_data,insurance_fnol
What are all the customer phone numbers under the most popular policy type?,SELECT customer_phone FROM available_policies WHERE policy_type_code  =  (SELECT policy_type_code FROM available_policies GROUP BY policy_type_code ORDER BY count(*) DESC LIMIT 1),spider_data,insurance_fnol
Find the phone numbers of customers using the most common policy type among the available policies.,SELECT customer_phone FROM available_policies WHERE policy_type_code  =  (SELECT policy_type_code FROM available_policies GROUP BY policy_type_code ORDER BY count(*) DESC LIMIT 1),spider_data,insurance_fnol
Find the total and average amount of settlements.,"SELECT sum(settlement_amount) ,  avg(settlement_amount) FROM settlements",spider_data,insurance_fnol
Return the sum and average of all settlement amounts.,"SELECT sum(settlement_amount) ,  avg(settlement_amount) FROM settlements",spider_data,insurance_fnol
Which services have been used more than twice in first notification of loss? Return the service name.,SELECT t2.service_name FROM first_notification_of_loss AS t1 JOIN services AS t2 ON t1.service_id  =  t2.service_id GROUP BY t1.service_id HAVING count(*)  >  2,spider_data,insurance_fnol
What is the effective date of the claim that has the largest amount of total settlement?,SELECT t1.Effective_Date FROM claims AS t1 JOIN settlements AS t2 ON t1.claim_id  =  t2.claim_id GROUP BY t1.claim_id ORDER BY sum(t2.settlement_amount) DESC LIMIT 1,spider_data,insurance_fnol
"Count the total number of policies used by the customer named ""Dayana Robel"".","SELECT count(*) FROM customers AS t1 JOIN customers_policies AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.customer_name  =  ""Dayana Robel""",spider_data,insurance_fnol
"How many policies are listed for the customer named ""Dayana Robel""?","SELECT count(*) FROM customers AS t1 JOIN customers_policies AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.customer_name  =  ""Dayana Robel""",spider_data,insurance_fnol
Find the claim that has the largest total settlement amount. Return the effective date of the claim.,SELECT t1.Effective_Date FROM claims AS t1 JOIN settlements AS t2 ON t1.claim_id  =  t2.claim_id GROUP BY t1.claim_id ORDER BY sum(t2.settlement_amount) DESC LIMIT 1,spider_data,insurance_fnol
What are all the policy types of the customer that has the most policies listed?,SELECT DISTINCT t3.policy_type_code FROM customers AS t1 JOIN customers_policies AS t2 ON t1.customer_id  =  t2.customer_id JOIN available_policies AS t3 ON t2.policy_id  =  t3.policy_id WHERE t1.customer_name  =  (SELECT t1.customer_name FROM customers AS t1 JOIN customers_policies AS t2 ON t1.customer_id  =  t2.customer_id GROUP BY t1.customer_name ORDER BY count(*) DESC LIMIT 1),spider_data,insurance_fnol
List all the policy types used by the customer enrolled in the most policies.,SELECT DISTINCT t3.policy_type_code FROM customers AS t1 JOIN customers_policies AS t2 ON t1.customer_id  =  t2.customer_id JOIN available_policies AS t3 ON t2.policy_id  =  t3.policy_id WHERE t1.customer_name  =  (SELECT t1.customer_name FROM customers AS t1 JOIN customers_policies AS t2 ON t1.customer_id  =  t2.customer_id GROUP BY t1.customer_name ORDER BY count(*) DESC LIMIT 1),spider_data,insurance_fnol
"Which customers have used the service named ""Close a policy"" or ""Upgrade a policy""? Give me the customer names.","SELECT t1.customer_name FROM customers AS t1 JOIN first_notification_of_loss AS t2 ON t1.customer_id  =  t2.customer_id JOIN services AS t3 ON t2.service_id  =  t3.service_id WHERE t3.service_name  =  ""Close a policy"" OR t3.service_name  =  ""Upgrade a policy""",spider_data,insurance_fnol
"Find the names of customers who have used both the service ""Close a policy"" and the service ""New policy application"".","SELECT t1.customer_name FROM customers AS t1 JOIN first_notification_of_loss AS t2 ON t1.customer_id  =  t2.customer_id JOIN services AS t3 ON t2.service_id  =  t3.service_id WHERE t3.service_name  =  ""Close a policy"" INTERSECT SELECT t1.customer_name FROM customers AS t1 JOIN first_notification_of_loss AS t2 ON t1.customer_id  =  t2.customer_id JOIN services AS t3 ON t2.service_id  =  t3.service_id WHERE t3.service_name  =  ""New policy application""",spider_data,insurance_fnol
"Find the names of customers who have used either the service ""Close a policy"" or the service ""Upgrade a policy"".","SELECT t1.customer_name FROM customers AS t1 JOIN first_notification_of_loss AS t2 ON t1.customer_id  =  t2.customer_id JOIN services AS t3 ON t2.service_id  =  t3.service_id WHERE t3.service_name  =  ""Close a policy"" OR t3.service_name  =  ""Upgrade a policy""",spider_data,insurance_fnol
"Which customers have used both the service named ""Close a policy"" and the service named ""Upgrade a policy""? Give me the customer names.","SELECT t1.customer_name FROM customers AS t1 JOIN first_notification_of_loss AS t2 ON t1.customer_id  =  t2.customer_id JOIN services AS t3 ON t2.service_id  =  t3.service_id WHERE t3.service_name  =  ""Close a policy"" INTERSECT SELECT t1.customer_name FROM customers AS t1 JOIN first_notification_of_loss AS t2 ON t1.customer_id  =  t2.customer_id JOIN services AS t3 ON t2.service_id  =  t3.service_id WHERE t3.service_name  =  ""New policy application""",spider_data,insurance_fnol
What are the maximum and minimum settlement amount on record?,"SELECT max(settlement_amount) ,  min(settlement_amount) FROM settlements",spider_data,insurance_fnol
Find the maximum and minimum settlement amount.,"SELECT max(settlement_amount) ,  min(settlement_amount) FROM settlements",spider_data,insurance_fnol
What is the ordered list of customer ids?,"SELECT customer_id ,  customer_name FROM customers ORDER BY customer_id ASC",spider_data,insurance_fnol
"Retrieve the open and close dates of all the policies associated with the customer whose name contains ""Diana""","SELECT t2.date_opened ,  t2.date_closed FROM customers AS t1 JOIN customers_policies AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.customer_name LIKE ""%Diana%""",spider_data,insurance_fnol
"What are the open and close dates of all the policies used by the customer who have ""Diana"" in part of their names?","SELECT t2.date_opened ,  t2.date_closed FROM customers AS t1 JOIN customers_policies AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.customer_name LIKE ""%Diana%""",spider_data,insurance_fnol
What are the names and trade names of the medicines which has 'Yes' value in the FDA record?,"SELECT name ,  trade_name FROM medicine WHERE FDA_approved  =  'Yes'",spider_data,medicine_enzyme_interaction
What are the names and trade names of the medcines that are FDA approved?,"SELECT name ,  trade_name FROM medicine WHERE FDA_approved  =  'Yes'",spider_data,medicine_enzyme_interaction
What are the ids and names of the medicine that can interact with two or more enzymes?,"SELECT T1.id ,  T1.Name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING count(*)  >=  2",spider_data,medicine_enzyme_interaction
"For every medicine id, what are the names of the medicines that can interact with more than one enzyme?","SELECT T1.id ,  T1.Name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING count(*)  >=  2",spider_data,medicine_enzyme_interaction
"What are the ids, names and FDA approval status of medicines in descending order of the number of enzymes that it can interact with.","SELECT T1.id ,  T1.Name ,  T1.FDA_approved FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id ORDER BY count(*) DESC",spider_data,medicine_enzyme_interaction
"What are the ids, names, and FDA approval status for medicines ordered by descending number of possible enzyme interactions?","SELECT T1.id ,  T1.Name ,  T1.FDA_approved FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id ORDER BY count(*) DESC",spider_data,medicine_enzyme_interaction
What is the id and name of the enzyme with most number of medicines that can interact as 'activator'?,"SELECT T1.id ,  T1.name FROM enzyme AS T1 JOIN medicine_enzyme_interaction AS T2 ON T1.id  =  T2.enzyme_id WHERE T2.interaction_type  =  'activitor' GROUP BY T1.id ORDER BY count(*) DESC LIMIT 1",spider_data,medicine_enzyme_interaction
What is the id and name of the enzyme that can interact with the most medicines as an activator?,"SELECT T1.id ,  T1.name FROM enzyme AS T1 JOIN medicine_enzyme_interaction AS T2 ON T1.id  =  T2.enzyme_id WHERE T2.interaction_type  =  'activitor' GROUP BY T1.id ORDER BY count(*) DESC LIMIT 1",spider_data,medicine_enzyme_interaction
"What are the most common types of interactions between enzymes and medicine, and how many types are there?","SELECT interaction_type ,  count(*) FROM medicine_enzyme_interaction GROUP BY interaction_type ORDER BY count(*) DESC LIMIT 1",spider_data,medicine_enzyme_interaction
What is the count of enzymes without any interactions?,SELECT count(*) FROM enzyme WHERE id NOT IN ( SELECT enzyme_id FROM medicine_enzyme_interaction );,spider_data,medicine_enzyme_interaction
How many enzymes do not have any interactions?,SELECT count(*) FROM enzyme WHERE id NOT IN ( SELECT enzyme_id FROM medicine_enzyme_interaction );,spider_data,medicine_enzyme_interaction
What is the id and trade name of the medicines can interact with at least 3 enzymes?,"SELECT T1.id ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING COUNT(*)  >=  3",spider_data,medicine_enzyme_interaction
"What are the different names, locations, and products of the enzymes that are capable inhibitor interactions?","SELECT DISTINCT T1.name ,  T1.location ,  T1.product FROM enzyme AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.enzyme_id  =  T1.id WHERE T2.interaction_type  =  'inhibitor'",spider_data,medicine_enzyme_interaction
What are the ids and trade names of the medicine that can interact with at least 3 enzymes?,"SELECT T1.id ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING COUNT(*)  >=  3",spider_data,medicine_enzyme_interaction
List the medicine name and trade name which can both interact as 'inhibitor' and 'activitor' with enzymes.,"SELECT T1.name ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id WHERE interaction_type  =  'inhibitor' INTERSECT SELECT T1.name ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id WHERE interaction_type  =  'activitor'",spider_data,medicine_enzyme_interaction
What are the medicine and trade names that can interact as an inhibitor and activitor with enzymes?,"SELECT T1.name ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id WHERE interaction_type  =  'inhibitor' INTERSECT SELECT T1.name ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id WHERE interaction_type  =  'activitor'",spider_data,medicine_enzyme_interaction
Show the medicine names and trade names that cannot interact with the enzyme with product 'Heme'.,"SELECT name ,  trade_name FROM medicine EXCEPT SELECT T1.name ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id JOIN enzyme AS T3 ON T3.id  =  T2.enzyme_id WHERE T3.product  =  'Protoporphyrinogen IX'",spider_data,medicine_enzyme_interaction
What are the medicine and trade names that cannot interact with the enzyme with the product 'Heme'?,"SELECT name ,  trade_name FROM medicine EXCEPT SELECT T1.name ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id JOIN enzyme AS T3 ON T3.id  =  T2.enzyme_id WHERE T3.product  =  'Protoporphyrinogen IX'",spider_data,medicine_enzyme_interaction
find the number of medicines offered by each trade.,"SELECT trade_name ,  count(*) FROM medicine GROUP BY trade_name",spider_data,medicine_enzyme_interaction
How many medicines are offered by each trade name?,"SELECT trade_name ,  count(*) FROM medicine GROUP BY trade_name",spider_data,medicine_enzyme_interaction
"What are the different schools and their nicknames, ordered by their founding years?","SELECT school ,  nickname FROM university ORDER BY founded",spider_data,university_basketball
What is the founded year of the non public school that was founded most recently?,SELECT founded FROM university WHERE affiliation != 'Public' ORDER BY founded DESC LIMIT 1,spider_data,university_basketball
Find the founded year of the newest non public school.,SELECT founded FROM university WHERE affiliation != 'Public' ORDER BY founded DESC LIMIT 1,spider_data,university_basketball
What is the highest acc percent score in the competition?,SELECT acc_percent FROM basketball_match ORDER BY acc_percent DESC LIMIT 1,spider_data,university_basketball
Return the highest acc percent across all basketball matches.,SELECT acc_percent FROM basketball_match ORDER BY acc_percent DESC LIMIT 1,spider_data,university_basketball
What is the team name and acc regular season score of the school that was founded for the longest time?,"SELECT t2.team_name ,  t2.ACC_Regular_Season FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id  =  t2.school_id ORDER BY t1.founded LIMIT 1",spider_data,university_basketball
Return the name of the team and the acc during the regular season for the school that was founded the earliest.,"SELECT t2.team_name ,  t2.ACC_Regular_Season FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id  =  t2.school_id ORDER BY t1.founded LIMIT 1",spider_data,university_basketball
What are the all games score and location of the school called Clemson?,"SELECT t2.All_Games ,  t1.location FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id  =  t2.school_id WHERE team_name  =  'Clemson'",spider_data,university_basketball
Find the location and all games score of the school that has Clemson as its team name.,"SELECT t2.All_Games ,  t1.location FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id  =  t2.school_id WHERE team_name  =  'Clemson'",spider_data,university_basketball
Show the enrollment and primary_conference of the oldest college.,"SELECT enrollment ,  primary_conference FROM university ORDER BY founded LIMIT 1",spider_data,university_basketball
Return the total and minimum enrollments across all schools.,"SELECT sum(enrollment) ,  min(enrollment) FROM university",spider_data,university_basketball
What is the total and minimum enrollment of all schools?,"SELECT sum(enrollment) ,  min(enrollment) FROM university",spider_data,university_basketball
What are the total enrollments of universities of each affiliation type?,"SELECT sum(enrollment) ,  affiliation FROM university GROUP BY affiliation",spider_data,university_basketball
Count the number of universities that do not participate in the baketball match.,SELECT count(*) FROM university WHERE school_id NOT IN (SELECT school_id FROM basketball_match),spider_data,university_basketball
How many schools do not participate in the basketball match?,SELECT count(*) FROM university WHERE school_id NOT IN (SELECT school_id FROM basketball_match),spider_data,university_basketball
Find the schools that were either founded after 1850 or public.,SELECT school FROM university WHERE founded  >  1850 OR affiliation  =  'Public',spider_data,university_basketball
What are the schools that were either founded before 1850 or are public?,SELECT school FROM university WHERE founded  >  1850 OR affiliation  =  'Public',spider_data,university_basketball
Find how many school locations have the word 'NY'.,"SELECT count(*) FROM university WHERE LOCATION LIKE ""%NY%""",spider_data,university_basketball
How many universities have a location that contains NY?,"SELECT count(*) FROM university WHERE LOCATION LIKE ""%NY%""",spider_data,university_basketball
Find the team names of the universities whose enrollments are smaller than the average enrollment size.,SELECT t2.team_name FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id  =  t2.school_id WHERE enrollment  <  (SELECT avg(enrollment) FROM university),spider_data,university_basketball
What are the names of teams from universities that have a below average enrollment?,SELECT t2.team_name FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id  =  t2.school_id WHERE enrollment  <  (SELECT avg(enrollment) FROM university),spider_data,university_basketball
"List the maximum, minimum and average number of used kb in screen mode.","SELECT max(used_kb) , min(used_kb) , avg(used_kb) FROM screen_mode;",spider_data,phone_1
List the hardware model name and company name for all the phones that were launched in year 2002 or have RAM size greater than 32.,"SELECT T2.Hardware_Model_name ,  T2.Company_name FROM chip_model AS T1 JOIN phone AS T2 ON T1.Model_name  =  T2.chip_model WHERE T1.Launch_year = 2002 OR T1.RAM_MiB  >  32;",spider_data,phone_1
"List the hardware model name and company name for the phone whose screen mode type is ""Graphics.""","SELECT T2.Hardware_Model_name ,  T2.Company_name FROM screen_mode AS T1 JOIN phone AS T2 ON T1.Graphics_mode = T2.screen_mode WHERE T1.Type  =  ""Graphics"";",spider_data,phone_1
"What are the wifi and screen mode type of the hardware model named ""LG-P760""?","SELECT T1.WiFi , T3.Type FROM chip_model AS T1 JOIN phone AS T2 ON T1.Model_name  =  T2.chip_model JOIN screen_mode AS T3 ON T2.screen_mode = T3.Graphics_mode WHERE T2.Hardware_Model_name = ""LG-P760"";",spider_data,phone_1
"List the hardware model name for the phones that were produced by ""Nokia Corporation"" or whose screen mode type is ""Graphics.""","SELECT DISTINCT T2.Hardware_Model_name FROM screen_mode AS T1 JOIN phone AS T2 ON T1.Graphics_mode = T2.screen_mode WHERE T1.Type  =  ""Graphics"" OR t2.Company_name  =  ""Nokia Corporation""",spider_data,phone_1
List the phone hardware model and company name for the phones whose screen usage in kb is between 10 and 15.,"SELECT DISTINCT T2.Hardware_Model_name , T2.Company_name FROM screen_mode AS T1 JOIN phone AS T2 ON T1.Graphics_mode = T2.screen_mode WHERE T1.used_kb BETWEEN 10 AND 15;",spider_data,phone_1
"List the hardware model name for the phons that were produced by ""Nokia Corporation"" but whose screen mode type is not Text.","SELECT DISTINCT T2.Hardware_Model_name FROM screen_mode AS T1 JOIN phone AS T2 ON T1.Graphics_mode = T2.screen_mode WHERE t2.Company_name  =  ""Nokia Corporation"" AND T1.Type != ""Text"";",spider_data,phone_1
Find the average ram mib size of the chip models that are never used by any phone.,SELECT avg(RAM_MiB) FROM chip_model WHERE model_name NOT IN (SELECT chip_model FROM phone),spider_data,phone_1
Find the pixels of the screen modes that are used by both phones with full accreditation types and phones with Provisional accreditation types.,SELECT t1.pixels FROM screen_mode AS t1 JOIN phone AS t2 ON t1.Graphics_mode  =  t2.screen_mode WHERE t2.Accreditation_type  =  'Provisional' INTERSECT SELECT t1.pixels FROM screen_mode AS t1 JOIN phone AS t2 ON t1.Graphics_mode  =  t2.screen_mode WHERE t2.Accreditation_type  =  'Full',spider_data,phone_1
"Show all official native languages that contain the word ""English"".","SELECT Official_native_language FROM country WHERE Official_native_language LIKE ""%English%""",spider_data,match_season
Show the draft pick numbers and draft classes of players whose positions are defenders.,"SELECT Draft_Pick_Number ,  Draft_Class FROM match_season WHERE POSITION  =  ""Defender""",spider_data,match_season
"For each player, what are their name, season, and country that they belong to?","SELECT T2.Season ,  T2.Player ,  T1.Country_name FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country",spider_data,match_season
Which players are from Indonesia?,"SELECT T2.Player FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T1.Country_name  =  ""Indonesia""",spider_data,match_season
Who are the players from Indonesia?,"SELECT T2.Player FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T1.Country_name  =  ""Indonesia""",spider_data,match_season
Give the different positions of players who play for the country with the capital Dublin.,"SELECT DISTINCT T2.Position FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T1.Capital  =  ""Dublin""",spider_data,match_season
What are the distinct positions of the players from a country whose capital is Dublin?,"SELECT DISTINCT T2.Position FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T1.Capital  =  ""Dublin""",spider_data,match_season
How many distinct official languages are there among countries of players whose positions are defenders.,"SELECT count(DISTINCT T1.Official_native_language) FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T2.Position  =  ""Defender""",spider_data,match_season
Count the number of different official languages corresponding to countries that players who play Defender are from.,"SELECT count(DISTINCT T1.Official_native_language) FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T2.Position  =  ""Defender""",spider_data,match_season
"Show the season, the player, and the name of the team that players belong to.","SELECT T1.Season ,  T1.Player ,  T2.Name FROM match_season AS T1 JOIN team AS T2 ON T1.Team  =  T2.Team_id",spider_data,match_season
"Who are the different players, what season do they play in, and what is the name of the team they are on?","SELECT T1.Season ,  T1.Player ,  T2.Name FROM match_season AS T1 JOIN team AS T2 ON T1.Team  =  T2.Team_id",spider_data,match_season
Return the positions of players on the team Ryley Goldner.,"SELECT T1.Position FROM match_season AS T1 JOIN team AS T2 ON T1.Team  =  T2.Team_id WHERE T2.Name  =  ""Ryley Goldner""",spider_data,match_season
"How many distinct colleges are associated with players from the team with name ""Columbus Crew"".","SELECT count(DISTINCT T1.College) FROM match_season AS T1 JOIN team AS T2 ON T1.Team  =  T2.Team_id WHERE T2.Name  =  ""Columbus Crew""",spider_data,match_season
Count the number of different colleges that players who play for Columbus Crew are from.,"SELECT count(DISTINCT T1.College) FROM match_season AS T1 JOIN team AS T2 ON T1.Team  =  T2.Team_id WHERE T2.Name  =  ""Columbus Crew""",spider_data,match_season
"Show the players and years played for players from team ""Columbus Crew"".","SELECT T1.Player , T1.Years_Played FROM player AS T1 JOIN team AS T2 ON T1.Team  =  T2.Team_id WHERE T2.Name  =  ""Columbus Crew""",spider_data,match_season
