db_name,sql,question,source_file,split,dataset_name,query_id
Pesticide,"SELECT sample_pk, distst FROM sampledata15",in which state was a specific sample distributed?,Pesticide.json,main,KaggleDBQA,133
Pesticide,"SELECT sample_pk FROM sampledata15 WHERE origin = ""2""",show all imported samples?,Pesticide.json,main,KaggleDBQA,134
Pesticide,SELECT DISTINCT commod FROM sampledata15,which foods are captured in the data set?,Pesticide.json,main,KaggleDBQA,135
Pesticide,"SELECT count(*) FROM sampledata15 WHERE origin = ""3""",how many samples have unknown countries of origin?,Pesticide.json,main,KaggleDBQA,136
Pesticide,SELECT T2.commod FROM resultsdata15 as T2 JOIN sampledata15 as T1 ON T1.sample_pk = T2.sample_pk WHERE T1.year = 15 GROUP BY T2.commod ORDER BY sum(T2.concen) DESC LIMIT 10,Which are the top 10 commodities that have the highest residue during 2015?,Pesticide.json,main,KaggleDBQA,137
Pesticide,SELECT commod FROM sampledata15 WHERE origin = 2 AND commod not in (SELECT commod FROM sampledata15 WHERE origin = 1),Name some imported commodities that are not found in the US.,Pesticide.json,main,KaggleDBQA,138
Pesticide,"SELECT T1.growst, avg(T2.concen) FROM sampledata15 as T1 JOIN resultsdata15 as T2 ON T1.sample_pk = T2.sample_pk GROUP BY T1.growst",Tell me the average pesticide residue for each state in the US where food is grown.,Pesticide.json,main,KaggleDBQA,139
Pesticide,"SELECT T1.variety FROM resultsdata15 as T2 JOIN sampledata15 as T1 ON T1.sample_pk = T2.sample_pk WHERE T2.commod = ""AP"" GROUP BY T1.variety ORDER BY sum(T2.concen) DESC LIMIT 1",Which varieties of apple typically have higher pesticide levels?,Pesticide.json,main,KaggleDBQA,140
Pesticide,SELECT commod FROM resultsdata15 WHERE concen > lod,Which commodities have the pesticides concentration much higher than their limit for detection?,Pesticide.json,main,KaggleDBQA,141
Pesticide,SELECT lab FROM resultsdata15 GROUP BY lab ORDER BY count(*) DESC LIMIT 5,Name top 5 labs with the maximum number of testing.,Pesticide.json,main,KaggleDBQA,142
Pesticide,SELECT T1.country FROM sampledata15 as T1 JOIN resultsdata15 as T2 ON T1.sample_pk = T2.sample_pk GROUP BY T1.country ORDER BY sum(T2.concen) LIMIT 1,Which country is the safest in terms of the pesticide concentration found in imported foods?,Pesticide.json,main,KaggleDBQA,143
Pesticide,SELECT distst FROM sampledata15 GROUP BY distst ORDER BY count(*) DESC LIMIT 1,Which is the most popular state in the US in terms of commodities distribution?,Pesticide.json,main,KaggleDBQA,144
Pesticide,SELECT max(concen) FROM resultsdata15,What is the maximum pesticide concentration ever found in a commodity?,Pesticide.json,main,KaggleDBQA,145
Pesticide,"SELECT year, month, day FROM sampledata15 WHERE sample_pk = 3763",When is sample 3763 collected?,Pesticide.json,main,KaggleDBQA,146
Pesticide,"SELECT distst FROM sampledata15 WHERE commod = ""AP"" GROUP BY distst ORDER BY count(*) DESC LIMIT 1",Which state has the most apple collected?,Pesticide.json,main,KaggleDBQA,147
Pesticide,"SELECT growst FROM sampledata15 WHERE commod = ""AP"" GROUP BY growst ORDER BY count(*) DESC LIMIT 1",Which state has grow the most apples?,Pesticide.json,main,KaggleDBQA,148
Pesticide,SELECT count(DISTINCT variety) FROM sampledata15,How many class of products are there?,Pesticide.json,main,KaggleDBQA,149
Pesticide,SELECT site FROM sampledata15 WHERE sample_pk = 3763,what's the 4 digit collection code of sample 3763?,Pesticide.json,main,KaggleDBQA,150
Pesticide,SELECT country FROM sampledata15 WHERE sample_pk = 6480 AND origin = 2,"If sample 6480 is imported, which country is it originally from?",Pesticide.json,main,KaggleDBQA,151
Pesticide,SELECT quantity FROM sampledata15 WHERE sample_pk = 9628,How many number of units are there in sample 9628?,Pesticide.json,main,KaggleDBQA,152
Pesticide,SELECT testclass FROM resultsdata15 WHERE sample_pk = 7498,What's the code for test for sample 7498?,Pesticide.json,main,KaggleDBQA,153
Pesticide,"SELECT confmethod FROM resultsdata15 as T2 JOIN sampledata15 as T1 ON T1.sample_pk = T2.sample_pk ORDER BY year, month, day DESC LIMIT 1",What's the code for confirmation for the latest sample?,Pesticide.json,main,KaggleDBQA,154
Pesticide,SELECT lab FROM resultsdata15 GROUP BY lab ORDER BY count(*) DESC LIMIT 1,Which lab has analyzed the most sample?,Pesticide.json,main,KaggleDBQA,155
Pesticide,SELECT max(testclass) FROM resultsdata15,What's the majority of test classification result?,Pesticide.json,main,KaggleDBQA,156
Pesticide,SELECT conunit FROM resultsdata15 WHERE sample_pk = 3879,What's the unit of measure for sample 3879?,Pesticide.json,main,KaggleDBQA,157
Pesticide,"SELECT conunit FROM resultsdata15 WHERE commod = ""PO""",What's the unit of measure used for the product commodity code PO?,Pesticide.json,main,KaggleDBQA,158
Pesticide,"SELECT mean FROM resultsdata15 WHERE commod = ""AP""",What's the mean result finding for product AP?,Pesticide.json,main,KaggleDBQA,159
Pesticide,SELECT max(extract) FROM resultsdata15,What's the most common extraction method?,Pesticide.json,main,KaggleDBQA,160
Pesticide,SELECT lab FROM resultsdata15 GROUP BY lab ORDER BY count(*) DESC LIMIT 1,Which lab conduct of most number of tests?,Pesticide.json,main,KaggleDBQA,161
Pesticide,"SELECT lab FROM resultsdata15 WHERE commod = ""AP""",Which lab is used for testing for prodict AP?,Pesticide.json,main,KaggleDBQA,162
Pesticide,"SELECT count(*) FROM sampledata15 WHERE origin = ""2""",How many samples come from other countries?,Pesticide.json,main,KaggleDBQA,163
Pesticide,"SELECT commod FROM resultsdata15 WHERE mean = ""A"" GROUP BY commod ORDER BY count(*) DESC LIMIT 1",What kind of food has been tested 'detect' most?,Pesticide.json,main,KaggleDBQA,164
Pesticide,"SELECT state FROM sampledata15 WHERE claim = ""PO"" GROUP BY state ORDER BY count(*) DESC LIMIT 1",Which state produce the most organic food?,Pesticide.json,main,KaggleDBQA,165
Pesticide,SELECT max(country) FROM sampledata15,Where do the US import the most food ?,Pesticide.json,main,KaggleDBQA,166
Pesticide,SELECT max(commod) FROM resultsdata15,What kind of food has been test the most?,Pesticide.json,main,KaggleDBQA,167
Pesticide,SELECT max(pestcode) FROM resultsdata15,Which kind of pesticide is the easiest to be tested?,Pesticide.json,main,KaggleDBQA,168
Pesticide,SELECT DISTINCT commod FROM sampledata15,which foods are captured in the data set?,Pesticide_test.json,test,KaggleDBQA,169
Pesticide,"SELECT count(*) FROM sampledata15 WHERE origin = ""3""",how many samples have unknown countries of origin?,Pesticide_test.json,test,KaggleDBQA,170
Pesticide,SELECT T2.commod FROM resultsdata15 as T2 JOIN sampledata15 as T1 ON T1.sample_pk = T2.sample_pk WHERE T1.year = 15 GROUP BY T2.commod ORDER BY sum(T2.concen) DESC LIMIT 10,Which are the top 10 commodities that have the highest residue during 2015?,Pesticide_test.json,test,KaggleDBQA,171
Pesticide,SELECT commod FROM sampledata15 WHERE origin = 2 AND commod not in (SELECT commod FROM sampledata15 WHERE origin = 1),Name some imported commodities that are not found in the US.,Pesticide_test.json,test,KaggleDBQA,172
Pesticide,"SELECT T1.growst, avg(T2.concen) FROM sampledata15 as T1 JOIN resultsdata15 as T2 ON T1.sample_pk = T2.sample_pk GROUP BY T1.growst",Tell me the average pesticide residue for each state in the US where food is grown.,Pesticide_test.json,test,KaggleDBQA,173
Pesticide,"SELECT T1.variety FROM resultsdata15 as T2 JOIN sampledata15 as T1 ON T1.sample_pk = T2.sample_pk WHERE T2.commod = ""AP"" GROUP BY T1.variety ORDER BY sum(T2.concen) DESC LIMIT 1",Which varieties of apple typically have higher pesticide levels?,Pesticide_test.json,test,KaggleDBQA,174
Pesticide,SELECT commod FROM resultsdata15 WHERE concen > lod,Which commodities have the pesticides concentration much higher than their limit for detection?,Pesticide_test.json,test,KaggleDBQA,175
Pesticide,SELECT lab FROM resultsdata15 GROUP BY lab ORDER BY count(*) DESC LIMIT 5,Name top 5 labs with the maximum number of testing.,Pesticide_test.json,test,KaggleDBQA,176
Pesticide,SELECT T1.country FROM sampledata15 as T1 JOIN resultsdata15 as T2 ON T1.sample_pk = T2.sample_pk GROUP BY T1.country ORDER BY sum(T2.concen) LIMIT 1,Which country is the safest in terms of the pesticide concentration found in imported foods?,Pesticide_test.json,test,KaggleDBQA,177
Pesticide,SELECT distst FROM sampledata15 GROUP BY distst ORDER BY count(*) DESC LIMIT 1,Which is the most popular state in the US in terms of commodities distribution?,Pesticide_test.json,test,KaggleDBQA,178
Pesticide,SELECT max(concen) FROM resultsdata15,What is the maximum pesticide concentration ever found in a commodity?,Pesticide_test.json,test,KaggleDBQA,179
Pesticide,"SELECT year, month, day FROM sampledata15 WHERE sample_pk = 3763",When is sample 3763 collected?,Pesticide_test.json,test,KaggleDBQA,180
Pesticide,"SELECT distst FROM sampledata15 WHERE commod = ""AP"" GROUP BY distst ORDER BY count(*) DESC LIMIT 1",Which state has the most apple collected?,Pesticide_test.json,test,KaggleDBQA,181
Pesticide,"SELECT growst FROM sampledata15 WHERE commod = ""AP"" GROUP BY growst ORDER BY count(*) DESC LIMIT 1",Which state has grow the most apples?,Pesticide_test.json,test,KaggleDBQA,182
Pesticide,SELECT count(DISTINCT variety) FROM sampledata15,How many class of products are there?,Pesticide_test.json,test,KaggleDBQA,183
Pesticide,SELECT site FROM sampledata15 WHERE sample_pk = 3763,what's the 4 digit collection code of sample 3763?,Pesticide_test.json,test,KaggleDBQA,184
Pesticide,SELECT country FROM sampledata15 WHERE sample_pk = 6480 AND origin = 2,"If sample 6480 is imported, which country is it originally from?",Pesticide_test.json,test,KaggleDBQA,185
Pesticide,SELECT quantity FROM sampledata15 WHERE sample_pk = 9628,How many number of units are there in sample 9628?,Pesticide_test.json,test,KaggleDBQA,186
Pesticide,SELECT testclass FROM resultsdata15 WHERE sample_pk = 7498,What's the code for test for sample 7498?,Pesticide_test.json,test,KaggleDBQA,187
Pesticide,"SELECT confmethod FROM resultsdata15 as T2 JOIN sampledata15 as T1 ON T1.sample_pk = T2.sample_pk ORDER BY year, month, day DESC LIMIT 1",What's the code for confirmation for the latest sample?,Pesticide_test.json,test,KaggleDBQA,188
Pesticide,SELECT lab FROM resultsdata15 GROUP BY lab ORDER BY count(*) DESC LIMIT 1,Which lab has analyzed the most sample?,Pesticide_test.json,test,KaggleDBQA,189
Pesticide,SELECT max(testclass) FROM resultsdata15,What's the majority of test classification result?,Pesticide_test.json,test,KaggleDBQA,190
Pesticide,SELECT conunit FROM resultsdata15 WHERE sample_pk = 3879,What's the unit of measure for sample 3879?,Pesticide_test.json,test,KaggleDBQA,191
Pesticide,"SELECT conunit FROM resultsdata15 WHERE commod = ""PO""",What's the unit of measure used for the product commodity code PO?,Pesticide_test.json,test,KaggleDBQA,192
Pesticide,"SELECT mean FROM resultsdata15 WHERE commod = ""AP""",What's the mean result finding for product AP?,Pesticide_test.json,test,KaggleDBQA,193
Pesticide,SELECT max(extract) FROM resultsdata15,What's the most common extraction method?,Pesticide_test.json,test,KaggleDBQA,194
Pesticide,SELECT lab FROM resultsdata15 GROUP BY lab ORDER BY count(*) DESC LIMIT 1,Which lab conduct of most number of tests?,Pesticide_test.json,test,KaggleDBQA,195
Pesticide,"SELECT lab FROM resultsdata15 WHERE commod = ""AP""",Which lab is used for testing for prodict AP?,Pesticide_test.json,test,KaggleDBQA,196
Pesticide,"SELECT count(*) FROM sampledata15 WHERE origin = ""2""",How many samples come from other countries?,Pesticide_test.json,test,KaggleDBQA,197
Pesticide,"SELECT commod FROM resultsdata15 WHERE mean = ""A"" GROUP BY commod ORDER BY count(*) DESC LIMIT 1",What kind of food has been tested 'detect' most?,Pesticide_test.json,test,KaggleDBQA,198
Pesticide,"SELECT state FROM sampledata15 WHERE claim = ""PO"" GROUP BY state ORDER BY count(*) DESC LIMIT 1",Which state produce the most organic food?,Pesticide_test.json,test,KaggleDBQA,199
Pesticide,SELECT max(country) FROM sampledata15,Where do the US import the most food ?,Pesticide_test.json,test,KaggleDBQA,200
Pesticide,SELECT max(commod) FROM resultsdata15,What kind of food has been test the most?,Pesticide_test.json,test,KaggleDBQA,201
Pesticide,SELECT max(pestcode) FROM resultsdata15,Which kind of pesticide is the easiest to be tested?,Pesticide_test.json,test,KaggleDBQA,202
Pesticide,"SELECT DISTINCT commod FROM resultsdata15 WHERE concen != """"",Provide the list of products with pesticide residues detected.,Pesticide_fewshot.json,fewshot,KaggleDBQA,203
Pesticide,SELECT extract FROM resultsdata15 GROUP BY extract ORDER BY count(*) DESC LIMIT 1,What is the most effective extraction method in terms of pesticide residues detection?,Pesticide_fewshot.json,fewshot,KaggleDBQA,204
Pesticide,SELECT determin FROM resultsdata15 GROUP BY determin ORDER BY count(*) DESC LIMIT 1,What is the most effective determinative method in terms of pesticide residues detection?,Pesticide_fewshot.json,fewshot,KaggleDBQA,205
Pesticide,SELECT lab FROM resultsdata15 GROUP BY lab ORDER BY count(*) DESC LIMIT 5,What are the top 5 analyzing labs where pesticide residues detection was conducted?,Pesticide_fewshot.json,fewshot,KaggleDBQA,206
Pesticide,"SELECT commtype FROM resultsdata15 WHERE commod = ""AP"" GROUP BY commtype ORDER BY sum(concen) DESC LIMIT 1",Wha commodity type of apple has the highest pesticide residues to consume?,Pesticide_fewshot.json,fewshot,KaggleDBQA,207
Pesticide,SELECT T1.country FROM sampledata15 as T1 JOIN resultsdata15 as T2 ON T1.sample_pk = T2.sample_pk GROUP BY T1.country ORDER BY T2.concen,Rank the country of product origins in terms of pesticide residues detection.,Pesticide_fewshot.json,fewshot,KaggleDBQA,208
Pesticide,SELECT T1.disttype FROM sampledata15 as T1 JOIN resultsdata15 as T2 ON T1.sample_pk = T2.sample_pk GROUP BY T1.disttype ORDER BY sum(T2.concen) DESC LIMIT 1,What type of collection facility results in the most risky consumption in terms of pesticide residues detection?,Pesticide_fewshot.json,fewshot,KaggleDBQA,209
Pesticide,"SELECT T1.country FROM sampledata15 as T1 JOIN resultsdata15 as T2 ON T1.sample_pk = T2.sample_pk WHERE T2.concen = ""0"" GROUP BY T1.country",What are the country of product origins where pesticide residues were not detected?,Pesticide_fewshot.json,fewshot,KaggleDBQA,210
Pesticide,"SELECT commod, count(*) FROM sampledata15 GROUP BY commod",how many entries are of each specific food?,Pesticide_fewshot.json,fewshot,KaggleDBQA,211
Pesticide,SELECT pestcode FROM resultsdata15 GROUP BY pestcode ORDER BY count(*) DESC LIMIT 1,which pesticides are most used?,Pesticide_fewshot.json,fewshot,KaggleDBQA,212
Pesticide,SELECT pestcode FROM resultsdata15 GROUP BY pestcode ORDER BY count(*) LIMIT 1,which pesticides have been used the least?,Pesticide_fewshot.json,fewshot,KaggleDBQA,213
Pesticide,"SELECT sample_pk, testclass FROM resultsdata15",how was a specific sample tested?,Pesticide_fewshot.json,fewshot,KaggleDBQA,214
Pesticide,"SELECT sample_pk, growst FROM sampledata15",in which state was a specific sample grown?,Pesticide_fewshot.json,fewshot,KaggleDBQA,215
Pesticide,"SELECT sample_pk, packst FROM sampledata15",in which state was a specific sample packed?,Pesticide_fewshot.json,fewshot,KaggleDBQA,216
Pesticide,"SELECT sample_pk, distst FROM sampledata15",in which state was a specific sample distributed?,Pesticide_fewshot.json,fewshot,KaggleDBQA,217
Pesticide,"SELECT sample_pk FROM sampledata15 WHERE origin = ""2""",show all imported samples?,Pesticide_fewshot.json,fewshot,KaggleDBQA,218
StudentMathScore,SELECT T2.state FROM FINREV_FED_KEY_17 as T2 JOIN FINREV_FED_17 as T1 ON T1.state_code = T2.State_Code GROUP BY T1.state_code ORDER BY sum(t_fed_rev),What are the top five states in descending order in terms of revenue provided to school districts?,StudentMathScore.json,main,KaggleDBQA,219
StudentMathScore,SELECT T2.state FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code GROUP BY T2.state ORDER BY count(school_district) DESC LIMIT 5,What are the top five states in descending order in terms of the number of school districts per state?,StudentMathScore.json,main,KaggleDBQA,220
StudentMathScore,"SELECT state, max(year) FROM NDECoreExcel_Math_Grade8 GROUP BY state","For each state, when was the last time the average score data was collected?",StudentMathScore.json,main,KaggleDBQA,221
StudentMathScore,"SELECT t_fed_rev FROM FINREV_FED_17 WHERE school_district = ""FAIRFAX CO SCHS""","How much federal funding did Faifaix County, VA schools receive in all forms?",StudentMathScore.json,main,KaggleDBQA,222
StudentMathScore,SELECT sum(c14) FROM FINREV_FED_17 WHERE yr_data = 17,How much did the federal government spend in No Child Left Behind funding in 2017?,StudentMathScore.json,main,KaggleDBQA,223
StudentMathScore,"SELECT count(*) FROM FINREV_FED_17 WHERE school_district LIKE ""%Wisconsin%""",How many Wisconsin school districts receive federal funding?,StudentMathScore.json,main,KaggleDBQA,224
StudentMathScore,SELECT state FROM NDECoreExcel_Math_Grade8 ORDER BY average_scale_score DESC LIMIT 1,Which state performs best on the NAEP 8th grade math test?,StudentMathScore.json,main,KaggleDBQA,225
StudentMathScore,SELECT state FROM NDECoreExcel_Math_Grade8 ORDER BY average_scale_score LIMIT 1,Which federally-funded state performs worst on the NAEP math exam for eighth graders?,StudentMathScore.json,main,KaggleDBQA,226
StudentMathScore,SELECT avg(average_scale_score) FROM NDECoreExcel_Math_Grade8,What is the average NAEP math score for all eighth graders in federally-funded states?,StudentMathScore.json,main,KaggleDBQA,227
StudentMathScore,"SELECT T1.school_district FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code WHERE T2.state = ""Wisconsin"" ORDER BY T1.t_fed_rev DESC LIMIT 1",Which school district receive the most of federal revenue through state in Wisconsin?,StudentMathScore.json,main,KaggleDBQA,228
StudentMathScore,"SELECT avg(T1.c14) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code WHERE T2.state = ""Virginia""",What is the average Title 1 fund in Virginia?,StudentMathScore.json,main,KaggleDBQA,229
StudentMathScore,"SELECT T2.state, sum(c14),sum(c25) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state GROUP BY T2.state ORDER BY T3.average_scale_score DESC LIMIT 10",What are the top 10 states that have the highest average math score and federal revenue they got through different categories?,StudentMathScore.json,main,KaggleDBQA,230
StudentMathScore,"SELECT T1.school_district, max(T1.c14), T3.average_scale_score FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state UNION SELECT T1.school_district, max(T1.c25), T3.average_scale_score FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state",What are the schools with highest federal revenue in each federal revenue categories and what's their state average scores?,StudentMathScore.json,main,KaggleDBQA,231
StudentMathScore,SELECT state FROM NDECoreExcel_Math_Grade8 ORDER BY average_scale_score DESC LIMIT 1,State with highest average math score,StudentMathScore.json,main,KaggleDBQA,232
StudentMathScore,"SELECT T1.school_district, max(T1.t_fed_rev / T3.average_scale_score) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 on T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state",School with highest ratio of total revenue and average scores,StudentMathScore.json,main,KaggleDBQA,233
StudentMathScore,"SELECT T2.state, T3.average_scale_score FROM FINREV_FED_KEY_17 as T2 JOIN FINREV_FED_17 as T1 ON T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state GROUP BY T2.state ORDER BY sum(T1.t_fed_rev) DESC LIMIT 1",Which state spent the most revenue towards schools and whats the state average score,StudentMathScore.json,main,KaggleDBQA,234
StudentMathScore,"SELECT T1.school_district, min(T1.t_fed_rev / T3.average_scale_score) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 on T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state",School with lowest ratio of total revenue and average scores,StudentMathScore.json,main,KaggleDBQA,235
StudentMathScore,"SELECT T2.state, T3.average_scale_score FROM FINREV_FED_KEY_17 as T2 JOIN FINREV_FED_17 as T1 ON T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state GROUP BY T2.state ORDER BY sum(T1.t_fed_rev) LIMIT 1",Which state spent the least revenue towards schools and whats the state average score,StudentMathScore.json,main,KaggleDBQA,236
StudentMathScore,SELECT state FROM NDECoreExcel_Math_Grade8 ORDER BY average_scale_score DESC LIMIT 1,Which state has the highest average score in math exam?,StudentMathScore.json,main,KaggleDBQA,237
StudentMathScore,"SELECT average_scale_score FROM NDECoreExcel_Math_Grade8 WHERE state = ""California""",What is the average match score of CA?,StudentMathScore.json,main,KaggleDBQA,238
StudentMathScore,"SELECT count(DISTINCT school_district) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code WHERE T2.state = ""Indiana""",How many unique school districts in Indiana?,StudentMathScore.json,main,KaggleDBQA,239
StudentMathScore,"SELECT state_code FROM FINREV_FED_KEY_17 WHERE state = ""Virginia""",What is the state code of VA?,StudentMathScore.json,main,KaggleDBQA,240
StudentMathScore,SELECT T2.state FROM FINREV_FED_KEY_17 as T2 JOIN FINREV_FED_17 as T1 ON T1.state_code = T2.state_code GROUP BY T2.state ORDER BY sum(t_fed_rev) DESC LIMIT 1,Which state get the highest revenue?,StudentMathScore.json,main,KaggleDBQA,241
StudentMathScore,"SELECT sum(T1.c14), sum(T1.c25) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code WHERE T2.state = ""Colorado""",How much funding does Colorado schools receive from Title 1 and the Child Nutrition program respectively?,StudentMathScore.json,main,KaggleDBQA,242
StudentMathScore,"SELECT t_fed_rev FROM FINREV_FED_17 WHERE school_district LIKE ""%Pecatonia Area%""",How much federal funding does Pecatonia Area School district get?,StudentMathScore.json,main,KaggleDBQA,243
StudentMathScore,"SELECT average_scale_score FROM NDECoreExcel_Math_Grade8 WHERE state = ""North Carolina"" UNION SELECT average_scale_score FROM NDECoreExcel_Math_Grade8 WHERE state = ""South Carolina""",What are the student scores on the NAEP math exam for 8th graders in North Carolina and South Carolina?,StudentMathScore.json,main,KaggleDBQA,244
StudentMathScore,"SELECT average_scale_score FROM NDECoreExcel_Math_Grade8 WHERE state = ""North Carolina"" UNION SELECT average_scale_score FROM NDECoreExcel_Math_Grade8 WHERE state = ""New York""",What are the averge score of students in NC and in NY?,StudentMathScore.json,main,KaggleDBQA,245
StudentMathScore,SELECT count(*) FROM FINREV_FED_17 WHERE c25 > c14,How many schools get higher revenue via Child Nutrition A than revenue via child left school behind act?,StudentMathScore.json,main,KaggleDBQA,246
StudentMathScore,"SELECT T1.school_district FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code WHERE T2.state = ""Wisconsin"" ORDER BY T1.t_fed_rev DESC LIMIT 1",Which school district receive the most of federal revenue through state in Wisconsin?,StudentMathScore_test.json,test,KaggleDBQA,247
StudentMathScore,"SELECT avg(T1.c14) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code WHERE T2.state = ""Virginia""",What is the average Title 1 fund in Virginia?,StudentMathScore_test.json,test,KaggleDBQA,248
StudentMathScore,"SELECT T2.state, sum(c14),sum(c25) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state GROUP BY T2.state ORDER BY T3.average_scale_score DESC LIMIT 10",What are the top 10 states that have the highest average math score and federal revenue they got through different categories?,StudentMathScore_test.json,test,KaggleDBQA,249
StudentMathScore,"SELECT T1.school_district, max(T1.c14), T3.average_scale_score FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state UNION SELECT T1.school_district, max(T1.c25), T3.average_scale_score FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state",What are the schools with highest federal revenue in each federal revenue categories and what's their state average scores?,StudentMathScore_test.json,test,KaggleDBQA,250
StudentMathScore,SELECT state FROM NDECoreExcel_Math_Grade8 ORDER BY average_scale_score DESC LIMIT 1,State with highest average math score,StudentMathScore_test.json,test,KaggleDBQA,251
StudentMathScore,"SELECT T1.school_district, max(T1.t_fed_rev / T3.average_scale_score) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 on T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state",School with highest ratio of total revenue and average scores,StudentMathScore_test.json,test,KaggleDBQA,252
StudentMathScore,"SELECT T2.state, T3.average_scale_score FROM FINREV_FED_KEY_17 as T2 JOIN FINREV_FED_17 as T1 ON T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state GROUP BY T2.state ORDER BY sum(T1.t_fed_rev) DESC LIMIT 1",Which state spent the most revenue towards schools and whats the state average score,StudentMathScore_test.json,test,KaggleDBQA,253
StudentMathScore,"SELECT T1.school_district, min(T1.t_fed_rev / T3.average_scale_score) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 on T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state",School with lowest ratio of total revenue and average scores,StudentMathScore_test.json,test,KaggleDBQA,254
StudentMathScore,"SELECT T2.state, T3.average_scale_score FROM FINREV_FED_KEY_17 as T2 JOIN FINREV_FED_17 as T1 ON T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state GROUP BY T2.state ORDER BY sum(T1.t_fed_rev) LIMIT 1",Which state spent the least revenue towards schools and whats the state average score,StudentMathScore_test.json,test,KaggleDBQA,255
StudentMathScore,SELECT state FROM NDECoreExcel_Math_Grade8 ORDER BY average_scale_score DESC LIMIT 1,Which state has the highest average score in math exam?,StudentMathScore_test.json,test,KaggleDBQA,256
StudentMathScore,"SELECT average_scale_score FROM NDECoreExcel_Math_Grade8 WHERE state = ""California""",What is the average match score of CA?,StudentMathScore_test.json,test,KaggleDBQA,257
StudentMathScore,"SELECT count(DISTINCT school_district) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code WHERE T2.state = ""Indiana""",How many unique school districts in Indiana?,StudentMathScore_test.json,test,KaggleDBQA,258
StudentMathScore,"SELECT state_code FROM FINREV_FED_KEY_17 WHERE state = ""Virginia""",What is the state code of VA?,StudentMathScore_test.json,test,KaggleDBQA,259
StudentMathScore,SELECT T2.state FROM FINREV_FED_KEY_17 as T2 JOIN FINREV_FED_17 as T1 ON T1.state_code = T2.state_code GROUP BY T2.state ORDER BY sum(t_fed_rev) DESC LIMIT 1,Which state get the highest revenue?,StudentMathScore_test.json,test,KaggleDBQA,260
StudentMathScore,"SELECT sum(T1.c14), sum(T1.c25) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code WHERE T2.state = ""Colorado""",How much funding does Colorado schools receive from Title 1 and the Child Nutrition program respectively?,StudentMathScore_test.json,test,KaggleDBQA,261
StudentMathScore,"SELECT t_fed_rev FROM FINREV_FED_17 WHERE school_district LIKE ""%Pecatonia Area%""",How much federal funding does Pecatonia Area School district get?,StudentMathScore_test.json,test,KaggleDBQA,262
